UF,CODUF,CODMUNIC,NOMEDOMUNICIPIO,POPULACAO
SP,35,9502,CAMPINAS,1170247
SP,35,9601,CAMPO LIMPO PAULISTA,81355
SP,35,9700,CAMPOS DO JORDAO,45177
SP,35,9809,CAMPOS NOVOS PAULISTA,4837
SP,35,9908,CANANEIA,13615
SP,35,9957,CANAS,4954
SP,35,10005,CANDIDO MOTA,29530
SP,35,10104,CANDIDO RODRIGUES,2907
SP,35,10153,CANITAR,6369
SP,35,10203,CAPAO BONITO,46215
SP,35,10302,CAPELA DO ALTO,22679
SP,35,10401,CAPIVARI,50954
SP,35,10500,CARAGUATATUBA,132558
SP,35,10609,CARAPICUIBA,406221
SP,35,10708,CARDOSO,11288
SP,35,10807,CASA BRANCA,28107
SP,35,10906,CASSIA DOS COQUEIROS,2777
SP,35,11003,CASTILHO,19902
SP,35,11102,CATANDUVA,114953
SP,35,11201,CATIGUA,7004
SP,35,11300,CEDRAL,11922
SP,35,11409,CERQUEIRA CESAR,21440
SP,35,11508,CERQUILHO,44024
SP,35,11607,CESARIO LANGE,18811
SP,35,11706,CHARQUEADA,15739
SP,35,11904,CLEMENTINA,7005
SP,35,12001,COLINA,18411
SP,35,12100,COLOMBIA,6642
SP,35,12209,CONCHAL,28184
SP,35,12308,CONCHAS,17184
SP,35,12407,CORDEIROPOLIS,26585
SP,35,12506,COROADOS,5395
SP,35,12605,CORONEL MACEDO,4226
SP,35,12704,CORUMBATAI,4667
SP,35,12803,COSMOPOLIS,59715
SP,35,12902,COSMORAMA,9315
SP,35,13009,COTIA,289622
SP,35,13108,CRAVINHOS,33252
SP,35,13207,CRISTAIS PAULISTA,9375
SP,35,13306,CRUZALIA,2086
SP,35,13405,CRUZEIRO,75592
SP,35,13504,CUBATAO,128645
SP,35,13603,CUNHA,22125
SP,35,13702,DESCALVADO,31916
SP,35,13801,DIADEMA,404738
SP,35,13850,DIRCE REIS,1621
SP,35,13900,DIVINOLANDIA,11137
SP,35,14007,DOBRADA,8765
SP,35,14106,DOIS CORREGOS,24170
SP,35,14205,DOLCINOPOLIS,2511
SP,35,14304,DOURADO,8233
SP,35,14403,DRACENA,45248
SP,35,14502,DUARTINA,12329
SP,35,14601,DUMONT,9476
SP,35,14700,ECHAPORA,6157
SP,35,14809,ELDORADO,13402
SP,35,14908,ELIAS FAUSTO,17832
SP,35,14924,ELISIARIO,3141
SP,35,14957,EMBAUBA,2331
SP,35,15004,EMBU DAS ARTES,277249
SP,35,15103,EMBU-GUACU,63129
SP,35,15129,EMILIANOPOLIS,3002
SP,35,15152,ENGENHEIRO COELHO,20119
SP,35,15186,ESPIRITO SANTO DO PINHAL,39700
SP,35,15194,ESPIRITO SANTO DO TURVO,4095
SP,35,15202,ESTRELA D'OESTE,9405
SP,35,15301,ESTRELA DO NORTE,2596
SP,35,15350,EUCLIDES DA CUNHA PAULISTA,7831
SP,35,15400,FARTURA,16782
SP,35,15509,FERNANDOPOLIS,71826
SP,35,15608,FERNANDO PRESTES,5925
SP,35,15657,FERNAO,1660
SP,35,15707,FERRAZ DE VASCONCELOS,187253
SP,35,15806,FLORA RICA,1487
SP,35,15905,FLOREAL,2735
SP,35,16002,FLORIDA PAULISTA,13009
SP,35,16101,FLORINEA,3860
SP,35,16200,FRANCA,370378
SP,35,16309,FRANCISCO MORATO,182265
SP,35,16408,FRANCO DA ROCHA,159367
SP,35,16507,GABRIEL MONTEIRO,2760
SP,35,16606,GALIA,6054
SP,35,16705,GARCA,41395
SP,35,16804,GASTAO VIDIGAL,3234
SP,35,16853,GAVIAO PEIXOTO,4688
SP,35,16903,GENERAL SALGADO,10301
SP,35,17000,GETULINA,10011
SP,35,17109,GLICERIO,4132
SP,35,17208,GUAICARA,11214
SP,35,17307,GUAIMBE,5439
SP,35,17406,GUAIRA,39351
SP,35,17505,GUAPIACU,21664
SP,35,17604,GUAPIARA,16579
SP,35,17703,GUARA,18607
SP,35,17802,GUARACAI,7344
SP,35,17901,GUARACI,10347
SP,35,18008,GUARANI D'OESTE,1948
SP,35,18107,GUARANTA,6427
SP,35,18206,GUARARAPES,31017
SP,35,18305,GUARAREMA,32579
SP,35,18404,GUARATINGUETA,116847
SP,35,18503,GUAREI,15027
SP,35,18602,GUARIBA,37022
SP,35,18701,GUARUJA,311116
SP,35,18800,GUARULHOS,1383272
SP,35,18859,GUATAPARA,7435
SP,35,18909,GUZOLANDIA,4238
SP,35,19006,HERCULANDIA,9109
SP,35,19055,HOLAMBRA,16194
SP,35,19071,HORTOLANDIA,246449
SP,35,19105,IACANGA,10104
SP,35,19204,IACRI,6144
SP,35,19253,IARAS,8009
SP,35,19303,IBATE,32068
SP,35,19402,IBIRA,11155
SP,35,19501,IBIRAREMA,6321
SP,35,19600,IBITINGA,59371
SP,35,19709,IBIUNA,84820
SP,35,19808,ICEM,7700
SP,35,19907,IEPE,7596
SP,35,20004,IGARACU DO TIETE,22743
SP,35,20103,IGARAPAVA,25926
SP,35,20202,IGARATA,11703
SP,35,20301,IGUAPE,30054
SP,35,20400,ILHABELA,38239
SP,35,20426,ILHA COMPRIDA,13447
SP,35,20442,ILHA SOLTEIRA,25564
SP,35,20509,INDAIATUBA,266593
SP,35,20608,INDIANA,5094
SP,35,20707,INDIAPORA,4087
SP,35,20806,INUBIA PAULISTA,3611
SP,35,20905,IPAUSSU,14464
SP,35,21002,IPERO,40132
SP,35,21101,IPEUNA,7538
SP,35,21150,IPIGUA,6551
SP,35,21200,IPORANGA,4053
SP,35,21309,IPUA,14463
SP,35,21408,IRACEMAPOLIS,21768
SP,35,21507,IRAPUA,6927
SP,35,21606,IRAPURU,7065
SP,35,21705,ITABERA,17971
SP,35,21804,ITAI,24856
SP,35,21903,ITAJOBI,16824
SP,35,22000,ITAJU,3652
SP,35,22109,ITANHAEM,107927
SP,35,22158,ITAOCA,3407
SP,35,22208,ITAPECERICA DA SERRA,172898
SP,35,22307,ITAPETININGA,166959
SP,35,22406,ITAPEVA,95528
SP,35,22505,ITAPEVI,239084
SP,35,22604,ITAPIRA,70438
SP,35,22653,ITAPIRAPUA PAULISTA,4339
SP,35,22703,ITAPOLIS,39533
SP,35,22802,ITAPORANGA,14058
SP,35,22901,ITAPUI,13655
SP,35,23008,ITAPURA,3945
SP,35,23107,ITAQUAQUECETUBA,392218
SP,35,23206,ITARARE,44490
SP,35,23305,ITARIRI,15225
SP,35,23404,ITATIBA,116275
SP,35,23503,ITATINGA,19219
SP,35,23602,ITIRAPINA,16157
SP,35,23701,ITIRAPUA,5793
SP,35,23800,ITOBI,8044
SP,35,23909,ITU,176548
SP,35,24006,ITUPEVA,72711
SP,35,24105,ITUVERAVA,37375
SP,35,24204,JABORANDI,6223
SP,35,24303,JABOTICABAL,72001
SP,35,24402,JACAREI,251591
SP,35,24501,JACI,7618
SP,35,24600,JACUPIRANGA,16850
SP,35,24709,JAGUARIUNA,60816
SP,35,24808,JALES,48766
SP,35,24907,JAMBEIRO,6421
SP,35,25003,JANDIRA,127476
SP,35,25102,JARDINOPOLIS,45328
SP,35,25201,JARINU,40302
SP,35,25300,JAU,132351
SP,35,25409,JERIQUARA,3785
SP,35,25508,JOANOPOLIS,12820
SP,35,25607,JOAO RAMALHO,4381
SP,35,25706,JOSE BONIFACIO,36502
SP,35,25805,JULIO MESQUITA,4254
SP,35,25854,JUMIRIM,3052
SP,35,25904,JUNDIAI,459789
SP,35,26001,JUNQUEIROPOLIS,20395
SP,35,26100,JUQUIA,19390
SP,35,26209,JUQUITIBA,26372
SP,35,26308,LAGOINHA,5071
SP,35,26407,LARANJAL PAULISTA,28981
SP,35,26506,LAVINIA,9596
SP,35,26605,LAVRINHAS,7258
SP,35,26704,LEME,97516
SP,35,26803,LENCOIS PAULISTA,65696
SP,35,26902,LIMEIRA,305169
SP,35,27009,LINDOIA,6994
SP,35,27108,LINS,74068
SP,35,27207,LORENA,84988
SP,35,27256,LOURDES,1926
SP,35,27306,LOUVEIRA,53526
SP,35,27405,LUCELIA,20046
SP,35,27504,LUCIANOPOLIS,2361
SP,35,27603,LUIS ANTONIO,13680
SP,35,27702,LUIZIANIA,4711
SP,35,27801,LUPERCIO,3935
SP,35,27900,LUTECIA,2555
SP,35,28007,MACATUBA,16489
SP,35,28106,MACAUBAL,7460
SP,35,28205,MACEDONIA,3961
SP,35,28304,MAGDA,3159
SP,35,28403,MAIRINQUE,48097
SP,35,28502,MAIRIPORA,113573
SP,35,28601,MANDURI,9852
SP,35,28700,MARABA PAULISTA,4531
SP,35,28809,MARACAI,12700
SP,35,28858,MARAPOAMA,3295
SP,35,28908,MARIAPOLIS,3450
SP,35,29005,MARILIA,238605
SP,35,29104,MARINOPOLIS,1889
SP,35,29203,MARTINOPOLIS,24896
SP,35,29302,MATAO,77149
SP,35,29401,MAUA,383280
SP,35,29500,MENDONCA,6170
SP,35,29609,MERIDIANO,4545
SP,35,29658,MESOPOLIS,1930
SP,35,29708,MIGUELOPOLIS,19119
SP,35,29807,MINEIROS DO TIETE,11233
SP,35,29906,MIRACATU,20234
SP,35,30003,MIRA ESTRELA,3075
SP,35,30102,MIRANDOPOLIS,27936
SP,35,30201,MIRANTE DO PARANAPANEMA,15482
SP,35,30300,MIRASSOL,63555
SP,35,30409,MIRASSOLANDIA,4605
SP,35,30508,MOCOCA,65469
SP,35,30607,MOGI DAS CRUZES,471602
SP,35,30706,MOGI GUACU,154487
SP,35,30805,MOGI MIRIM,90997
SP,35,30904,MOMBUCA,3724
SP,35,31001,MONCOES,1948
SP,35,31100,MONGAGUA,61062
SP,35,31209,MONTE ALEGRE DO SUL,8057
SP,35,31308,MONTE ALTO,47478
SP,35,31407,MONTE APRAZIVEL,21470
SP,35,31506,MONTE AZUL PAULISTA,18152
SP,35,31605,MONTE CASTELO,4219
SP,35,31704,MONTEIRO LOBATO,4127
SP,35,31803,MONTE MOR,68781
SP,35,31902,MORRO AGUDO,26806
SP,35,32009,MORUNGABA,14590
SP,35,32058,MOTUCA,4034
SP,35,32108,MURUTINGA DO SUL,3675
SP,35,32157,NANTES,2627
SP,35,32207,NARANDIBA,5703
SP,35,32306,NATIVIDADE DA SERRA,6963
SP,35,32405,NAZARE PAULISTA,21214
SP,35,32504,NEVES PAULISTA,9719
SP,35,32603,NHANDEARA,9670
SP,35,32702,NIPOA,4756
SP,35,32801,NOVA ALIANCA,6712
SP,35,32827,NOVA CAMPINA,8445
SP,35,32843,NOVA CANAA PAULISTA,2031
SP,35,32868,NOVA CASTILHO,1059
SP,35,32900,NOVA EUROPA,9638
SP,35,33007,NOVA GRANADA,19358
SP,35,33106,NOVA GUATAPORANGA,2151
SP,35,33205,NOVA INDEPENDENCIA,4619
SP,35,33254,NOVAIS,4410
SP,35,33304,NOVA LUZITANIA,2837
SP,35,33403,NOVA ODESSA,61935
SP,35,33502,NOVO HORIZONTE,38539
SP,35,33601,NUPORANGA,7370
SP,35,33700,OCAUCU,4329
SP,35,33809,OLEO,2508
SP,35,33908,OLIMPIA,56037
SP,35,34005,ONDA VERDE,4770
SP,35,34104,ORIENTE,6073
SP,35,34203,ORINDIUVA,6022
SP,35,34302,ORLANDIA,37916
SP,35,34401,OSASCO,777048
SP,35,34500,OSCAR BRESSANE,2475
SP,35,34609,OSVALDO CRUZ,31222
SP,35,34708,OURINHOS,108678
SP,35,34757,OUROESTE,10288
SP,35,34807,OURO VERDE,7766
SP,35,34906,PACAEMBU,12682
SP,35,35002,PALESTINA,11259
SP,35,35101,PALMARES PAULISTA,9475
SP,35,35200,PALMEIRA D'OESTE,8904
SP,35,35309,PALMITAL,19559
SP,35,35408,PANORAMA,14942
SP,35,35507,PARAGUACU PAULISTA,41062
SP,35,35606,PARAIBUNA,18107
SP,35,35705,PARAISO,6099
SP,35,35804,PARANAPANEMA,19412
SP,35,35903,PARANAPUA,4044
SP,35,36000,PARAPUA,10577
SP,35,36109,PARDINHO,7107
SP,35,36208,PARIQUERA-ACU,19260
SP,35,36257,PARISI,2895
SP,35,36307,PATROCINIO PAULISTA,14527
SP,35,36406,PAULICEIA,7944
SP,35,36505,PAULINIA,115870
SP,35,36570,PAULISTANIA,2098
SP,35,36604,PAULO DE FARIA,7416
SP,35,36703,PEDERNEIRAS,43897
SP,35,36802,PEDRA BELA,6558
SP,35,36901,PEDRANOPOLIS,2774
SP,35,37008,PEDREGULHO,15580
SP,35,37107,PEDREIRA,43084
SP,35,37156,PEDRINHAS PAULISTA,2790
SP,35,37206,PEDRO DE TOLEDO,11387
SP,35,37305,PENAPOLIS,62093
SP,35,37404,PEREIRA BARRETO,23871
SP,35,37503,PEREIRAS,9520
SP,35,37602,PERUIBE,69321
SP,35,37701,PIACATU,5511
SP,35,37800,PIEDADE,51542
SP,35,37909,PILAR DO SUL,29785
SP,35,38006,PINDAMONHANGABA,164932
SP,35,38105,PINDORAMA,14590
SP,35,38204,PINHALZINHO,14971
SP,35,38303,PIQUEROBI,3267
SP,35,38501,PIQUETE,12597
SP,35,38600,PIRACAIA,29876
SP,35,38709,PIRACICABA,434432
SP,35,38808,PIRAJU,29027
SP,35,38907,PIRAJUI,22451
SP,35,39004,PIRANGI,10885
SP,35,39103,PIRAPORA DO BOM JESUS,20578
SP,35,39202,PIRAPOZINHO,25376
SP,35,39301,PIRASSUNUNGA,73436
SP,35,39400,PIRATININGA,15120
SP,35,39509,PITANGUEIRAS,33731
SP,35,39608,PLANALTO,4392
SP,35,39707,PLATINA,2990
SP,35,39806,POA,109450
SP,35,39905,POLONI,5592
SP,35,40002,POMPEIA,20171
SP,35,40101,PONGAI,3395
SP,35,40200,PONTAL,37526
SP,35,40259,PONTALINDA,4129
SP,35,40309,PONTES GESTAL,2332
SP,35,40408,POPULINA,4154
SP,35,40507,PORANGABA,9634
SP,35,40606,PORTO FELIZ,59306
SP,35,40705,PORTO FERREIRA,52551
SP,35,40754,POTIM,20342
SP,35,40804,POTIRENDABA,20227
SP,35,40853,PRACINHA,2581
SP,35,40903,PRADOPOLIS,17035
SP,35,41000,PRAIA GRANDE,344834
SP,35,41059,PRATANIA,5127
SP,35,41109,PRESIDENTE ALVES,3819
SP,35,41208,PRESIDENTE BERNARDES,14371
SP,35,41307,PRESIDENTE EPITACIO,38992
SP,35,41406,PRESIDENTE PRUDENTE,226692
SP,35,41505,PRESIDENTE VENCESLAU,35039
SP,35,41604,PROMISSAO,35142
SP,35,41653,QUADRA,3341
SP,35,41703,QUATA,12849
SP,35,41802,QUEIROZ,3274
SP,35,41901,QUELUZ,9387
SP,35,42008,QUINTANA,7043
SP,35,42107,RAFARD,9333
SP,35,42206,RANCHARIA,28569
SP,35,42305,REDENCAO DA SERRA,3726
SP,35,42404,REGENTE FEIJO,20151
SP,35,42503,REGINOPOLIS,7632
SP,35,42602,REGISTRO,63034
SP,35,42701,RESTINGA,6440
SP,35,42800,RIBEIRA,3085
SP,35,42909,RIBEIRAO BONITO,11004
SP,35,43006,RIBEIRAO BRANCO,18494
SP,35,43105,RIBEIRAO CORRENTE,4638
SP,35,43204,RIBEIRAO DO SUL,4667
SP,35,43238,RIBEIRAO DOS INDIOS,1999
SP,35,43253,RIBEIRAO GRANDE,7348
SP,35,43303,RIBEIRAO PIRES,116174
SP,35,43402,RIBEIRAO PRETO,702739
SP,35,43501,RIVERSUL,5604
SP,35,43600,RIFAINA,3958
SP,35,43709,RINCAO,8731
SP,35,43808,RINOPOLIS,9251
SP,35,43907,RIO CLARO,206950
SP,35,44004,RIO DAS PEDRAS,31503
SP,35,44103,RIO GRANDE DA SERRA,45183
SP,35,44202,RIOLANDIA,10358
SP,35,44251,ROSANA,17237
SP,35,44301,ROSEIRA,10787
SP,35,44400,RUBIACEA,2680
SP,35,44509,RUBINEIA,3837
SP,35,44608,SABINO,5112
SP,35,44707,SAGRES,2467
SP,35,44806,SALES,6468
SP,35,44905,SALES OLIVEIRA,11420
SP,35,45001,SALESOPOLIS,15289
SP,35,45100,SALMOURAO,4758
SP,35,45159,SALTINHO,8353
SP,35,45209,SALTO,141988
SP,35,45308,SALTO DE PIRAPORA,44921
SP,35,45407,SALTO GRANDE,9051
SP,35,45506,SANDOVALINA,3657
SP,35,45605,SANTA ADELIA,14018
SP,35,45704,SANTA ALBERTINA,6388
SP,35,45803,SANTA BARBARA D'OESTE,183447
SP,35,46009,SANTA BRANCA,13441
SP,35,46108,SANTA CLARA D'OESTE,2596
SP,35,46207,SANTA CRUZ DA CONCEICAO,4179
SP,35,46256,SANTA CRUZ DA ESPERANCA,2129
SP,35,46306,SANTA CRUZ DAS PALMEIRAS,28861
SP,35,46405,SANTA CRUZ DO RIO PARDO,46105
SP,35,46504,SANTA ERNESTINA,6123
SP,35,46603,SANTA FE DO SUL,34762
SP,35,46702,SANTA GERTRUDES,23721
SP,35,46801,SANTA ISABEL,56635
SP,35,46900,SANTA LUCIA,7004
SP,35,47007,SANTA MARIA DA SERRA,5753
SP,35,47106,SANTA MERCEDES,2952
SP,35,47205,SANTANA DA PONTE PENSA,1669
SP,35,47304,SANTANA DE PARNAIBA,163348
SP,35,47403,SANTA RITA D'OESTE,2736
SP,35,47502,SANTA RITA DO PASSA QUATRO,24858
SP,35,47601,SANTA ROSA DE VITERBO,23783
SP,35,47650,SANTA SALETE,1644
SP,35,47700,SANTO ANASTACIO,17875
SP,35,47809,SANTO ANDRE,776640
SP,35,47908,SANTO ANTONIO DA ALEGRIA,6775
SP,35,48005,SANTO ANTONIO DE POSSE,23102
SP,35,48054,SANTO ANTONIO DO ARACANGUA,8322
SP,35,48104,SANTO ANTONIO DO JARDIM,6114
SP,35,48203,SANTO ANTONIO DO PINHAL,7071
SP,35,48302,SANTO EXPEDITO,3004
SP,35,48401,SANTOPOLIS DO AGUAPEI,3899
SP,35,48500,SANTOS,414029
SP,35,48609,SAO BENTO DO SAPUCAI,11427
SP,35,48708,SAO BERNARDO DO CAMPO,832347
SP,35,48807,SAO CAETANO DO SUL,166847
SP,35,48906,SAO CARLOS,256898
SP,35,49003,SAO FRANCISCO,2602
SP,35,49102,SAO JOAO DA BOA VISTA,92319
SP,35,49201,SAO JOAO DAS DUAS PONTES,2569
SP,35,49250,SAO JOAO DE IRACEMA,1843
SP,35,49300,SAO JOAO DO PAU D'ALHO,2226
SP,35,49409,SAO JOAQUIM DA BARRA,48058
SP,35,49508,SAO JOSE DA BELA VISTA,7642
SP,35,49607,SAO JOSE DO BARREIRO,4313
SP,35,49706,SAO JOSE DO RIO PARDO,51668
SP,35,49805,SAO JOSE DO RIO PRETO,475643
SP,35,49904,SAO JOSE DOS CAMPOS,725419
SP,35,49953,SAO LOURENCO DA SERRA,15992
SP,35,50001,SAO LUIZ DO PARAITINGA,10181
SP,35,50100,SAO MANUEL,39467
SP,35,50209,SAO MIGUEL ARCANJO,32062
SP,35,50308,SAO PAULO,12200180
SP,35,50407,SAO PEDRO,38991
SP,35,50506,SAO PEDRO DO TURVO,7155
SP,35,50605,SAO ROQUE,85848
SP,35,50704,SAO SEBASTIAO,87939
SP,35,50803,SAO SEBASTIAO DA GRAMA,10023
SP,35,50902,SAO SIMAO,13374
SP,35,51009,SAO VICENTE,334632
SP,35,51108,SARAPUI,10334
SP,35,51207,SARUTAIA,3713
SP,35,51306,SEBASTIANOPOLIS DO SUL,3184
SP,35,51405,SERRA AZUL,10429
SP,35,51504,SERRANA,44495
SP,35,51603,SERRA NEGRA,29915
SP,35,51702,SERTAOZINHO,127670
SP,35,51801,SETE BARRAS,13694
SP,35,51900,SEVERINIA,14020
SP,35,52007,SILVEIRAS,6169
SP,35,52106,SOCORRO,40323
SP,35,52205,SOROCABA,738128
SP,35,52304,SUD MENNUCCI,6997
SP,35,52403,SUMARE,294128
SP,35,52502,SUZANO,330710
SP,35,52551,SUZANAPOLIS,3315
SP,35,52601,TABAPUA,11323
SP,35,52700,TABATINGA,14585
SP,35,52809,TABOAO DA SERRA,283419
SP,35,52908,TACIBA,6243
SP,35,53005,TAGUAI,12637
SP,35,53104,TAIACU,5677
SP,35,53203,TAIUVA,6549
SP,35,53302,TAMBAU,21475
SP,35,53401,TANABI,25370
SP,35,53500,TAPIRAI,7987
SP,35,53609,TAPIRATIBA,11730
SP,35,53658,TAQUARAL,2620
SP,35,53708,TAQUARITINGA,51833
SP,35,53807,TAQUARITUBA,24366
SP,35,53856,TAQUARIVAI,7057
SP,35,53906,TARABAI,6535
SP,35,53955,TARUMA,14899
SP,35,54003,TATUI,122991
SP,35,54102,TAUBATE,311912
SP,35,54201,TEJUPA,4139
SP,35,54300,TEODORO SAMPAIO,22217
SP,35,54409,TERRA ROXA,7903
SP,35,54508,TIETE,38336
SP,35,54607,TIMBURI,2434
SP,35,54656,TORRE DE PEDRA,2044
SP,35,54706,TORRINHA,9303
SP,35,54755,TRABIJU,1729
SP,35,54805,TREMEMBE,51489
SP,35,54904,TRES FRONTEIRAS,6802
SP,35,54953,TUIUTI,6831
SP,35,55000,TUPA,63551
SP,35,55109,TUPI PAULISTA,15839
SP,35,55208,TURIUBA,1798
SP,35,55307,TURMALINA,1689
SP,35,55356,UBARANA,5365
SP,35,55406,UBATUBA,97382
SP,35,55505,UBIRAJARA,5124
SP,35,55604,UCHOA,10067
SP,35,55703,UNIAO PAULISTA,1535
SP,35,55802,URANIA,8840
SP,35,55901,URU,1387
SP,35,56008,URUPES,13540
SP,35,56107,VALENTIM GENTIL,14132
SP,35,56206,VALINHOS,132846
SP,35,56305,VALPARAISO,23775
SP,35,56354,VARGEM,9948
SP,35,56404,VARGEM GRANDE DO SUL,39539
SP,35,56453,VARGEM GRANDE PAULISTA,53777
SP,35,56503,VARZEA PAULISTA,125054
SP,35,56602,VERA CRUZ,10194
SP,35,56701,VINHEDO,82029
SP,35,56800,VIRADOURO,17413
SP,35,56909,VISTA ALEGRE DO ALTO,8108
SP,35,56958,VITORIA BRASIL,1796
SP,35,57006,VOTORANTIM,137319
SP,35,57105,VOTUPORANGA,96795
SP,35,57154,ZACARIAS,2680
SP,35,57204,CHAVANTES,12090
SP,35,57303,ESTIVA GERBI,11394
PR,41,103,ABATIA,7321
PR,41,202,ADRIANOPOLIS,8556
PR,41,301,AGUDOS DO SUL,10092
PR,41,400,ALMIRANTE TAMANDARE,122032
PR,41,459,ALTAMIRA DO PARANA,3435
PR,41,509,ALTONIA,18735
PR,41,608,ALTO PARANA,13897
PR,41,707,ALTO PIQUIRI,9646
PR,41,806,ALVORADA DO SUL,11672
PR,41,905,AMAPORA,4765
PR,41,1002,AMPERE,19506
PR,41,1051,ANAHY,3107
PR,41,1101,ANDIRA,20234
PR,41,1150,ANGULO,3447
PR,41,1200,ANTONINA,17261
PR,41,1309,ANTONIO OLINTO,6520
PR,41,1408,APUCARANA,135969
PR,41,1507,ARAPONGAS,118573
PR,41,1606,ARAPOTI,25541
PR,41,1655,ARAPUA,3537
PR,41,1705,ARARUNA,14520
PR,41,1804,ARAUCARIA,166699
PR,41,1853,ARIRANHA DO IVAI,2340
PR,41,1903,ASSAI,17628
PR,41,2000,ASSIS CHATEAUBRIAND,36400
PR,41,2109,ASTORGA,25477
PR,41,2208,ATALAIA,3978
PR,41,2307,BALSA NOVA,14608
PR,41,2406,BANDEIRANTES,31309
PR,41,2505,BARBOSA FERRAZ,10766
PR,41,2604,BARRACAO,9886
PR,41,2703,BARRA DO JACARE,3022
PR,41,2752,BELA VISTA DA CAROBA,3416
PR,41,2802,BELA VISTA DO PARAISO,14789
PR,41,2901,BITURUNA,15443
PR,41,3008,BOA ESPERANCA,4552
PR,41,3024,BOA ESPERANCA DO IGUACU,2411
PR,41,3040,BOA VENTURA DE SAO ROQUE,6347
PR,41,3057,BOA VISTA DA APARECIDA,7876
PR,41,3107,BOCAIUVA DO SUL,16292
PR,41,3156,BOM JESUS DO SUL,3942
PR,41,3206,BOM SUCESSO,6583
PR,41,3222,BOM SUCESSO DO SUL,3540
PR,41,3305,BORRAZOPOLIS,7706
PR,41,3354,BRAGANEY,5212
PR,41,3370,BRASILANDIA DO SUL,3703
PR,41,3404,CAFEARA,2620
PR,41,3453,CAFELANDIA,18262
PR,41,3479,CAFEZAL DO SUL,4474
PR,41,3503,CALIFORNIA,9438
PR,41,3602,CAMBARA,23956
PR,41,3701,CAMBE,107220
PR,41,3800,CAMBIRA,10482
PR,41,3909,CAMPINA DA LAGOA,15737
PR,41,3958,CAMPINA DO SIMAO,3937
PR,41,4006,CAMPINA GRANDE DO SUL,52083
PR,41,4055,CAMPO BONITO,4266
PR,41,4105,CAMPO DO TENENTE,7583
PR,41,4204,CAMPO LARGO,144165
PR,41,4253,CAMPO MAGRO,31678
PR,41,4303,CAMPO MOURAO,99170
PR,41,4402,CANDIDO DE ABREU,16727
PR,41,4428,CANDOI,14922
PR,41,4451,CANTAGALO,10589
PR,41,4501,CAPANEMA,19205
PR,41,4600,CAPITAO LEONIDAS MARQUES,14644
PR,41,4659,CARAMBEI,23386
PR,41,4709,CARLOPOLIS,16908
PR,41,4808,CASCAVEL,350644
PR,41,4907,CASTRO,75956
PR,41,5003,CATANDUVAS,11246
PR,41,5102,CENTENARIO DO SUL,10836
PR,41,5201,CERRO AZUL,16145
PR,41,5300,CEU AZUL,11081
PR,41,5409,CHOPINZINHO,21646
PR,41,5508,CIANORTE,82232
PR,41,5607,CIDADE GAUCHA,11467
PR,41,5706,CLEVELANDIA,17321
PR,41,5805,COLOMBO,238780
PR,41,5904,COLORADO,22902
PR,41,6001,CONGONHINHAS,8336
PR,41,6100,CONSELHEIRO MAIRINCK,4354
PR,41,6209,CONTENDA,17435
PR,41,6308,CORBELIA,17466
PR,41,6407,CORNELIO PROCOPIO,44599
PR,41,6456,CORONEL DOMINGOS SOARES,7007
PR,41,6506,CORONEL VIVIDA,26413
PR,41,6555,CORUMBATAI DO SUL,3752
PR,41,6571,CRUZEIRO DO IGUACU,4137
PR,41,6605,CRUZEIRO DO OESTE,23852
PR,41,6704,CRUZEIRO DO SUL,4495
PR,41,6803,CRUZ MACHADO,15993
PR,41,6852,CRUZMALTINA,3150
PR,41,6902,CURITIBA,1871789
PR,41,7009,CURIUVA,13272
PR,41,7108,DIAMANTE DO NORTE,5151
PR,41,7124,DIAMANTE DO SUL,3173
PR,41,7157,DIAMANTE D'OESTE,5106
PR,41,7207,DOIS VIZINHOS,44828
PR,41,7256,DOURADINA,9168
PR,41,7306,DOUTOR CAMARGO,6290
PR,41,7405,ENEAS MARQUES,5995
PR,41,7504,ENGENHEIRO BELTRAO,12444
PR,41,7520,ESPERANCA NOVA,1845
PR,41,7538,ENTRE RIOS DO OESTE,4511
PR,41,7546,ESPIGAO ALTO DO IGUACU,5915
PR,41,7553,FAROL,3052
PR,41,7603,FAXINAL,16338
PR,41,7652,FAZENDA RIO GRANDE,167315
PR,41,7702,FENIX,4492
PR,41,7736,FERNANDES PINHEIRO,6288
PR,41,7751,FIGUEIRA,8064
PR,41,7801,FLORAI,6569
PR,41,7850,FLOR DA SERRA DO SUL,4230
PR,41,7900,FLORESTA,11559
PR,41,8007,FLORESTOPOLIS,11475
PR,41,8106,FLORIDA,2651
PR,41,8205,FORMOSA DO OESTE,7641
PR,41,8304,FOZ DO IGUACU,286323
PR,41,8320,FRANCISCO ALVES,8141
PR,41,8403,FRANCISCO BELTRAO,96622
PR,41,8452,FOZ DO JORDAO,4845
PR,41,8502,GENERAL CARNEIRO,11053
PR,41,8551,GODOY MOREIRA,2977
PR,41,8601,GOIOERE,28470
PR,41,8650,GOIOXIM,6570
PR,41,8700,GRANDES RIOS,5625
PR,41,8809,GUAIRA,31971
PR,41,8908,GUAIRACA,6582
PR,41,8957,GUAMIRANGA,7856
PR,41,9005,GUAPIRAMA,4627
PR,41,9104,GUAPOREMA,2186
PR,41,9203,GUARACI,4751
PR,41,9302,GUARANIACU,14398
